en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
Such characters were common enough in [???].,Такие символы были достаточно распространены в [???].,Takie znaki były dość powszechne w [???].,Такія сімвалы былі дастаткова распаўсюджаны ў [???].,Такі символи були досить поширені в [???].,Такива знаци бяха достатъчно често срещани в [???].,Takšni znaki so bili dovolj pogosti v [???].,Takové znaky byly dost běžné v [???].,Aquests personatges eren prou comuns a [???].,Dichos personajes eran bastante comunes en [???].,Bu tür karakterler [???]'da yeterince yaygındı.
"He smoked opium, and in [???] he began to drink to excess.","Он курил опиум, а в [???] стал чрезмерно пить.","Palił opium, aw [???] zaczął pić w nadmiarze.","Ён паліў опіум, а ў [???] пачаў піць празмерна.","Він курив опіум, а в [???] почав пити до безміру.",Той пушеше опиум и през [???] започна да прекалява с алкохола.,Kadil je opij in [???] je začel čezmerno piti.,Kouřil opium a v [???] začal nadměrně pít.,"Va fumar opi, i a [???] va començar a beure en excés.","Fumaba opio, y en [???] empezó a beber en exceso.",Afyon içti ve [???] yılında aşırı içmeye başladı.
This school was particularly important in [???].,Эта школа была особенно важна в [???].,Szkoła ta była szczególnie ważna w [???].,Гэтая школа была асабліва важная ў [???].,Ця школа була особливо важливою в [???].,Това училище беше особено важно през [???].,Ta šola je bila še posebej pomembna leta [???].,Tato škola byla zvláště důležitá v [???].,Aquesta escola va ser especialment important a [???].,Esta escuela fue particularmente importante en [???].,Bu okul [???]'da özellikle önemliydi.
Other surnames found in [???] include:,"Другие фамилии, найденные в [???], включают:",Inne nazwiska znalezione w [???] to:,"Сярод іншых прозвішчаў, знойдзеных у [???]:","Інші прізвища, знайдені в [???], включають:","Други фамилни имена, намерени в [???] включват:","Drugi priimki, ki jih najdemo v [???], vključujejo:",Mezi další příjmení nalezená v [???] patří:,Altres cognoms que es troben a [???] inclouen:,Otros apellidos que se encuentran en [???] incluyen:,[???] içinde bulunan diğer soyadları şunları içerir:
Agriculture and tourism are two of the most important industries in [???].,Сельское хозяйство и туризм являются двумя наиболее важными отраслями в [???].,Rolnictwo i turystyka to dwie najważniejsze gałęzie przemysłu w [???].,Сельская гаспадарка і турызм - дзве найбольш важныя галіны ў [???].,Сільське господарство та туризм є двома найважливішими галузями в [???].,Селското стопанство и туризмът са две от най-важните индустрии в [???].,Kmetijstvo in turizem sta dve najpomembnejši panogi v [???].,Zemědělství a cestovní ruch jsou dvě nejdůležitější odvětví v [???].,L'agricultura i el turisme són dues de les indústries més importants de [???].,La agricultura y el turismo son dos de las industrias más importantes en [???].,Tarım ve turizm [???]'daki en önemli sektörlerden ikisidir.
"Famous people born, raised in or living in [???].","Известные люди, родившиеся, выросшие или живущие в [???].","Znane osoby urodzone, wychowane lub mieszkające w [???].","Вядомыя людзі, якія нарадзіліся, выраслі або жывуць у [???].","Відомі люди, які народилися, виросли або проживають у [???].","Известни хора, родени, израснали или живеещи в [???].","Znani ljudje, rojeni, odraščali ali živeli v [???].","Slavní lidé narození, vychovaní nebo žijící v [???].","Persones famoses nascudes, criades o que viuen a [???].","Personajes famosos nacidos, criados o viviendo en [???].","[???]'da doğan, büyüyen veya yaşayan ünlü insanlar."
Traffic congestion in [???] has been greatly exacerbated by the lack of rail transport.,Заторы на дорогах в [???] сильно усугубляются отсутствием железнодорожного транспорта.,Zatory komunikacyjne w [???] zostały znacznie zaostrzone przez brak transportu kolejowego.,Заторы ў [???] значна пагоршыліся адсутнасцю чыгуначнага транспарту.,Затори в [???] значно посилилися через відсутність залізничного транспорту.,Задръстванията в [???] са силно изострени от липсата на железопътен транспорт.,Prometne zastoje v [???] je močno povečalo pomanjkanje železniškega prometa.,Dopravní zácpy v [???] byly značně umocněny nedostatkem železniční dopravy.,La congestió del trànsit a [???] s'ha vist molt agreujada per la manca de transport ferroviari.,La congestión del tráfico en [???] se ha visto agravada en gran medida por la falta de transporte ferroviario.,"[???]'daki trafik sıkışıklığı, demiryolu taşımacılığının olmaması nedeniyle büyük ölçüde şiddetlendi."
Canada has an embassy in [???].,Канада имеет посольство в [???].,Kanada ma ambasady w [???].,Канада мае амбасаду ў [???].,Канада має посольство в [???].,Канада има посолство в [???].,Kanada ima veleposlaništvo v [???].,Kanada má velvyslanectví v [???].,El Canadà té una ambaixada a [???].,Canadá tiene una embajada en [???].,Kanada'nın [???] şehrinde bir büyükelçiliği var.
"However, as a large exporter, the economy was sensitive to the decrease of the demand in [???] and other trading partners.","Однако, будучи крупным экспортером, экономика была чувствительна к снижению спроса в [???] и других торговых партнерах.",Jednak jako duży eksporter gospodarka była wrażliwa na spadek popytu u [???] i innych partnerów handlowych.,"Аднак, як буйны экспарцёр, эканоміка была адчувальная да зніжэння попыту ў [???] і іншых гандлёвых партнёрах.","Однак, будучи великим експортером, економіка була чутливою до зниження попиту в [???] та інших торгових партнерах.","Въпреки това, като голям износител, икономиката беше чувствителна към намаляването на търсенето в [???] и други търговски партньори.",Vendar pa je bilo gospodarstvo kot velik izvoznik občutljivo na zmanjšanje povpraševanja v [???] in drugih trgovinskih partnericah.,Ekonomika jako velký exportér však byla citlivá na pokles poptávky v [???] a dalších obchodních partnerů.,"Tanmateix, com a gran exportador, l'economia era sensible a la disminució de la demanda a [???] i altres socis comercials.","Sin embargo, como gran exportador, la economía fue sensible a la disminución de la demanda en [???] y otros socios comerciales.","Ancak, büyük bir ihracatçı olarak ekonomi, [???] ve diğer ticaret ortaklarındaki talebin azalmasına duyarlıydı."
"It maintains diplomatic relations with more than 85 countries, of which 63 have permanent representation in [???].","Поддерживает дипломатические отношения более чем с 85 странами, из которых 63 имеют постоянные представительства в [???].","Utrzymuje stosunki dyplomatyczne z ponad 85 krajami, z których 63 ma stałe przedstawicielstwo w [???].","Яна падтрымлівае дыпламатычныя адносіны з больш чым 85 краінамі, з якіх 63 маюць пастаянныя прадстаўніцтвы ў [???].","Вона підтримує дипломатичні відносини з більш ніж 85 країнами, з яких 63 мають постійні представництва в [???].","Поддържа дипломатически отношения с повече от 85 държави, от които 63 имат постоянно представителство в [???].","Vzdržuje diplomatske odnose z več kot 85 državami, od katerih ima 63 stalno predstavništvo v [???].","Udržuje diplomatické styky s více než 85 zeměmi, z nichž 63 má stálé zastoupení v [???].","Manté relacions diplomàtiques amb més de 85 països, dels quals 63 tenen representació permanent a [???].","Mantiene relaciones diplomáticas con más de 85 países, de los cuales 63 tienen representación permanente en [???].",63'ü [???] daimi temsilciliği bulunan 85'ten fazla ülke ile diplomatik ilişkiler sürdürmektedir.
"It is the last major battle to occur in [???], with about 200 soldiers killed.","Это последнее крупное сражение в [???], в котором погибло около 200 солдат.","Jest to ostatnia duża bitwa, jaka miała miejsce w [???], w której zginęło około 200 żołnierzy.","Гэта апошняя буйная бітва, якая адбылася ў [???], у якой загінула каля 200 салдат.","Це остання велика битва [???], у якій загинуло близько 200 солдатів.","Това е последната голяма битка през [???], с около 200 убити войници.","To je zadnja večja bitka leta [???], v kateri je bilo ubitih okoli 200 vojakov.","Je to poslední velká bitva, ke které došlo v [???], s asi 200 zabitými vojáky.","És l'última gran batalla que es va produir a [???], amb uns 200 soldats morts.","Es la última gran batalla que ocurre en [???], con unos 200 soldados muertos.",[???]'da meydana gelen ve yaklaşık 200 askerin öldürüldüğü son büyük savaş.
"The latter three are again largely of public housing stock, although new private housing is being built in [???] in considerable number.","Последние три опять же в основном относятся к государственному жилищному фонду, хотя новое частное жилье строится в [???] в значительном количестве.","Te trzy ostatnie są ponownie w dużej mierze zasobem mieszkań publicznych, chociaż w [???] budowane są nowe mieszkania prywatne w znacznej liczbie.","Апошнія тры таксама ў асноўным належаць да дзяржаўнага жыллёвага фонду, хаця новае прыватнае жыллё будуецца ў [???] у значнай колькасці.","Останні три також переважно належать до фонду державного житла, хоча нове приватне житло будується в [???] у значній кількості.","Последните три отново са предимно от обществен жилищен фонд, въпреки че в [???] се строят значителни нови частни жилища.","Slednji trije so spet večinoma javnega stanovanjskega fonda, čeprav se leta [???] gradi veliko novih zasebnih stanovanj.","Poslední tři jsou opět převážně z veřejného bytového fondu, i když se v [???] ve značném počtu staví nové soukromé byty.","Aquests tres últims són de nou en gran part de parc d'habitatge públic, tot i que s'estan construint nous habitatges privats a [???] en nombre considerable.","Los últimos tres son de nuevo en gran parte del parque de viviendas públicas, aunque se están construyendo nuevas viviendas privadas en [???] en un número considerable.","[???] 'da önemli sayıda yeni özel konut inşa edilmesine rağmen, son üçü yine büyük ölçüde kamu konut stokudur."
"Rain falls in [???] on 165.5 days during an average year, with total annual rainfall of 1435.9 millimetres( 56.53 in).","Дождь выпадает в [???] 165,5 дней в среднем за год, при этом общее годовое количество осадков составляет 1435,9 мм (56,53 дюйма).","Deszcz pada w [???] przez 165,5 dni w ciągu przeciętnego roku, a całkowita roczna suma opadów wynosi 1435,9 mm (56,53 cala).","Дождж выпадае ў [???] 165,5 дзён у сярэднім за год, з агульнай гадавой колькасцю ападкаў 1435,9 міліметраў (56,53 цалі).","Дощ випадає в [???] 165,5 днів протягом середнього року, із загальною річною кількістю опадів 1435,9 міліметрів (56,53 дюйма).","Дъжд пада през [???] на 165,5 дни през средната година, с общи годишни валежи от 1435,9 милиметра (56,53 инча).","Dež pade v [???] 165,5 dni v povprečnem letu, s skupno letno količino padavin 1435,9 milimetrov (56,53 in).","Déšť spadne v [???] na 165,5 dne během průměrného roku, s celkovými ročními srážkami 1435,9 milimetrů (56,53 palce).","La pluja cau a [???] en 165,5 dies durant un any mitjà, amb una precipitació total anual de 1435,9 mil·límetres (56,53 polzades).","La lluvia cae en [???] en 165,5 días durante un año promedio, con una precipitación anual total de 1435,9 milímetros (56,53 pulgadas).","Yağmur, ortalama bir yıl boyunca 165,5 günde [???] yağar ve yıllık toplam yağış miktarı 1435,9 milimetredir (56,53 inç)."
"The council has also revealed plans to introduce congestion charging, as in [???], but only once there has been significant investment in the city's public transport network.","Совет также обнародовал планы по введению платы за пробки, как в [???], но только после того, как в городскую сеть общественного транспорта будут вложены значительные средства.","Rada ujawniła również plany wprowadzenia opłat za zatory komunikacyjne, jak w [???], ale dopiero po dokonaniu znacznych inwestycji w miejską sieć transportu publicznego.","Рада таксама апублікавала планы па ўвядзенні платы за праезд, як у [???], але толькі пасля таго, як былі зроблены значныя інвестыцыі ў сетку грамадскага транспарту горада.","Рада також оприлюднила плани запровадити плату за затори, як у [???], але лише після того, як значні інвестиції були зроблені в мережу громадського транспорту міста.","Съветът също така разкри планове за въвеждане на такси за задръстване, както в [???], но само след като е имало значителни инвестиции в мрежата на градския обществен транспорт.","Svet je tudi razkril načrte za uvedbo zaračunavanja zastojev, kot v [???], vendar šele, ko je prišlo do večjih naložb v omrežje mestnega javnega prevoza.","Rada také odhalila plány na zavedení zpoplatnění kongescí, jako v [???], ale až poté, co došlo k významným investicím do sítě městské hromadné dopravy.","El consistori també ha revelat la intenció d'introduir la taxa de congestió, com a [???], però només un cop hi hagi hagut una inversió important en la xarxa de transport públic de la ciutat.","El consejo también ha revelado planes para introducir cargos por congestión, como en [???], pero solo una vez que haya habido una inversión significativa en la red de transporte público de la ciudad.","Belediye ayrıca, [???]'da olduğu gibi trafik sıkışıklığı ücretlendirmesi getirme planlarını da açıkladı, ancak yalnızca bir kez şehrin toplu taşıma ağına önemli bir yatırım yapıldı."
At this time in [???] only the emperor had the authority to sentence criminals to execution.,В это время в [???] только император имел право приговаривать преступников к казни.,W tym czasie w [???] tylko cesarz miał władzę wydawania przestępców na egzekucję.,У гэты час [???] толькі імператар меў права прыгаворваць злачынцаў да расстрэлу.,У цей час [???] лише імператор мав повноваження засуджувати злочинців до розстрілу.,По това време в [???] само императорът имаше властта да осъжда престъпниците на екзекуция.,V tem času leta [???] je imel samo cesar pooblastilo za obsojanje zločincev na usmrtitev.,V této době v [???] měl pravomoc odsuzovat zločince k popravě pouze císař.,En aquesta època a [???] només l'emperador tenia l'autoritat per condemnar els criminals a l'execució.,En este momento en [???] solo el emperador tenía la autoridad para sentenciar a los criminales a la ejecución.,Şu anda [???]'da yalnızca imparator suçluları infaza mahkum etme yetkisine sahipti.
The death penalty was banned in [???] between 747 and 759.,Смертная казнь была запрещена в [???] между 747 и 759 годами.,Kara śmierci została zakazana w [???] między 747 a 759 rokiem.,Смяротнае пакаранне было забаронена ў [???] паміж 747 і 759 гг.,Смертна кара була заборонена в [???] між 747 і 759 роками.,Смъртното наказание е забранено през [???] между 747 и 759 г.,Smrtna kazen je bila prepovedana [???] med letoma 747 in 759.,Trest smrti byl zakázán v [???] mezi 747 a 759.,La pena de mort va ser prohibida el [???] entre 747 i 759.,La pena de muerte fue prohibida en [???] entre 747 y 759.,Ölüm cezası [???] yılında 747 ile 759 arasında yasaklandı.
Previously there was a de facto moratorium on the death penalty in [???] as the last execution took place in 1984.,"Ранее в [???] действовал де-факто мораторий на смертную казнь, поскольку последняя казнь имела место в 1984 году.","Wcześniej de facto obowiązywało moratorium na wykonywanie kary śmierci w [???], ponieważ ostatnia egzekucja miała miejsce w 1984 r.","Раней быў фактычны мараторый на смяротнае пакаранне ў [???], паколькі апошні раз пакаранне адбывалася ў 1984 годзе.","Раніше існував де-факто мораторій на смертну кару в [???], оскільки востаннє стратили в 1984 році.","Преди това имаше де факто мораториум върху смъртното наказание в [???], тъй като последната екзекуция беше извършена през 1984 г.","Prej je bil de facto moratorij na smrtno kazen leta [???], saj je bila zadnja usmrtitev izvedena leta 1984.","Dříve platilo de facto moratorium na trest smrti v [???], protože poslední poprava se konala v roce 1984.","Abans hi havia una moratòria de facto sobre la pena de mort a [???], ja que l'última execució va tenir lloc el 1984.",Anteriormente hubo una moratoria de facto sobre la pena de muerte en [???] ya que la última ejecución tuvo lugar en 1984.,"Daha önce, son infaz 1984'te gerçekleştiği için [???]'da ölüm cezası konusunda fiilen bir moratoryum vardı."
"Some believe the case could have had significant implications in [???], as its outcome would have determined whether rights over a character imply rights to reproduce the actor's image with or without his or her permission, so long as the image is of the actor as the character.","Некоторые считают, что это дело могло иметь серьезные последствия в [???], поскольку его исход определял, подразумевают ли права на персонажа права на воспроизведение изображения актера с его или ее разрешения или без него, при условии, что изображение принадлежит актер как персонаж.","Niektórzy uważają, że sprawa mogła mieć znaczące implikacje w [???], ponieważ jej wynik określiłby, czy prawa do postaci implikują prawa do reprodukcji wizerunku aktora za jego zgodą lub bez niej, o ile wizerunek jest z aktor jako postać.","Некаторыя мяркуюць, што справа магла мець значныя наступствы ў [???], паколькі яе вынік мог бы вызначыць, ці азначаюць правы на персанажа права прайграваць вобраз акцёра з яго ці яе дазволу або без яго, пры ўмове, што вобраз належыць акцёр як персанаж.","Дехто вважає, що ця справа могла мати значні наслідки в [???], оскільки її результат вирішив би, чи означають права на персонажа права відтворювати образ актора з його чи її дозволом або без нього, якщо це зображення актор як персонаж.","Някои смятат, че случаят би могъл да има значителни последици в [???], тъй като изходът му щеше да определи дали правата върху герой предполагат права за възпроизвеждане на образа на актьора със или без негово или нейно разрешение, стига изображението да е на актьор като герой.","Nekateri verjamejo, da bi primer lahko imel pomembne posledice v [???], saj bi njegov izid odločil, ali pravice nad likom pomenijo pravice do reprodukcije igralčeve podobe z ali brez njegovega ali njenega dovoljenja, če je slika od igralec kot lik.","Někteří se domnívají, že případ mohl mít významné důsledky v [???], protože jeho výsledek by určil, zda práva na postavu implikují práva reprodukovat hercovu podobu s jeho svolením nebo bez něj, pokud je obrazem herec jako postava.","Alguns creuen que el cas podria haver tingut implicacions importants a [???], ja que el seu resultat hauria determinat si els drets sobre un personatge impliquen drets per reproduir la imatge de l'actor amb o sense el seu permís, sempre que la imatge sigui de l'actor. actor com a personatge.","Algunos creen que el caso podría haber tenido implicaciones significativas en [???], ya que su resultado habría determinado si los derechos sobre un personaje implican derechos para reproducir la imagen del actor con o sin su permiso, siempre que la imagen sea del actor como el personaje.","Bazıları, davanın [???] üzerinde önemli sonuçları olabileceğine inanıyor, çünkü sonucu, bir karakter üzerindeki hakların, görüntü o kişinin izniyle veya onun izni olmadan, oyuncunun görüntüsünü yeniden üretme haklarını ima edip etmediğini belirleyecekti. karakter olarak oyuncu."
"The city was designed from the first as the state's capital, preparing itself for its role in [???]'s political, economic, and social life.","Город с самого начала проектировался как столица государства, готовясь к своей роли в политической, экономической и социальной жизни [???].","Miasto od początku było projektowane jako stolica państwa, przygotowując się do roli w życiu politycznym, gospodarczym i społecznym [???].","Горад з самага пачатку быў задуманы як сталіца дзяржавы, падрыхтоўваючы сябе да сваёй ролі ў палітычным, эканамічным і грамадскім жыцці [???].","Місто з самого початку було задумано як столиця штату, готуючись до своєї ролі в політичному, економічному та соціальному житті [???].","Градът е проектиран от самото начало като столица на щата, подготвяйки се за ролята си в политическия, икономическия и социалния живот на [???].","Mesto je bilo od samega začetka zasnovano kot glavno mesto države in se pripravljalo na svojo vlogo v [???] političnem, gospodarskem in družbenem življenju.","Město bylo od počátku navrženo jako hlavní město státu a připravovalo se na svou roli v politickém, ekonomickém a společenském životě [???].","La ciutat va ser dissenyada des del primer moment com a capital de l'estat, preparant-se per al seu paper en la vida política, econòmica i social de [???].","La ciudad fue diseñada desde un principio como capital del estado, preparándose para su papel en la vida política, económica y social de [???].","Şehir başından beri devletin başkenti olarak tasarlandı ve [???]'nın siyasi, ekonomik ve sosyal yaşamındaki rolüne hazırlandı."
Much of the growth in entertainment capacity in [???] has been recent.,Большой рост развлекательных возможностей в [???] произошел в последнее время.,Znaczna część wzrostu możliwości rozrywki w [???] nastąpiła niedawno.,Большая частка росту забаўляльных магчымасцей у [???] адбылася нядаўна.,Значна частина зростання розважальних можливостей у [???] відбулася нещодавно.,Голяма част от растежа на развлекателния капацитет в [???] е наскоро.,Velik del rasti zmogljivosti za zabavo v [???] je bil nedavno.,Velká část růstu zábavní kapacity v [???] byla nedávná.,Gran part del creixement de la capacitat d'entreteniment a [???] ha estat recent.,Gran parte del crecimiento de la capacidad de entretenimiento en [???] ha sido reciente.,[???]'daki eğlence kapasitesindeki artışın çoğu yakın zamanda gerçekleşti.
"It is the only district in [???] that is under direct control of the mayor, who appoints a school board.","Это единственный район в [???], который находится под непосредственным контролем мэра, который назначает школьный совет.","Jest to jedyna dzielnica w [???] pod bezpośrednią kontrolą burmistrza, który powołuje radę szkolną.","Гэта адзіны раён у [???], які знаходзіцца пад непасрэдным кантролем мэра, які прызначае школьны савет.","Це єдиний район у [???], який знаходиться під прямим контролем мера, який призначає шкільну раду.","Това е единственият район в [???], който е под пряк контрол на кмета, който назначава училищно настоятелство.","Je edino okrožje v [???], ki je pod neposrednim nadzorom župana, ki imenuje šolski svet.","Je to jediný obvod v [???], který je pod přímou kontrolou starosty, který jmenuje školskou radu.","És l'únic districte de [???] que està sota el control directe de l'alcalde, que nomena un consell escolar.","Es el único distrito en [???] que está bajo el control directo del alcalde, quien nombra una junta escolar.",[???]'da bir okul yönetim kurulu atayan belediye başkanının doğrudan kontrolü altındaki tek bölgedir.
"It is 1,624 metres( 5,327 ft) long and, at its maximum, 96 metres( 314 ft) high, making it the longest railway bridge in [???].","Его длина составляет 1624 метра (5327 футов), а максимальная высота — 96 метров (314 футов), что делает его самым длинным железнодорожным мостом в [???].","Ma 1624 m długości i maksymalnie 96 m wysokości, co czyni go najdłuższym mostem kolejowym w [???].","Яго даўжыня складае 1624 метры (5327 футаў), а максімальная вышыня - 96 метраў (314 футаў), што робіць яго самым доўгім чыгуначным мостам у [???].","Його довжина становить 1624 метри (5327 футів), а максимальна висота — 96 метрів (314 футів), що робить його найдовшим залізничним мостом у [???].","Дължината му е 1624 метра (5327 фута) и максималната му височина е 96 метра (314 фута), което го прави най-дългият железопътен мост в [???].","Dolg je 1624 metrov (5327 ft) in največ 96 metrov (314 ft) visok, zaradi česar je najdaljši železniški most v [???].","Je 1 624 metrů dlouhý a maximálně 96 metrů vysoký, což z něj činí nejdelší železniční most v [???].","Té 1.624 metres (5.327 peus) de llarg i, com a màxim, 96 metres (314 peus) d'alçada, el que el converteix en el pont ferroviari més llarg de [???].","Tiene 1.624 metros (5.327 pies) de largo y, como máximo, 96 metros (314 pies) de alto, lo que lo convierte en el puente ferroviario más largo de [???].","1.624 metre (5.327 ft) uzunluğunda ve maksimum 96 metre (314 ft) yüksekliğindedir, [???]'daki en uzun demiryolu köprüsüdür."
The train was the primary mode of long-distance transportation in [???] until the 1960s.,Поезд был основным видом транспорта на дальние расстояния в [???] до 1960-х годов.,Pociąg był głównym środkiem transportu dalekobieżnego w [???] aż do lat 60. XX wieku.,Цягнік быў асноўным відам міжгародняга транспарту ў [???] да 1960-х гадоў.,Поїзд був основним видом транспорту на великі відстані в [???] до 1960-х років.,Влакът беше основният вид транспорт на дълги разстояния в [???] до 60-те години на миналия век.,Vlak je bil glavni način prevoza na dolge razdalje v [???] do šestdesetih let prejšnjega stoletja.,Vlak byl primárním způsobem dálkové dopravy v [???] až do 60. let 20. století.,El tren va ser el principal mitjà de transport de llarga distància a [???] fins a la dècada de 1960.,El tren fue el principal medio de transporte de larga distancia en [???] hasta la década de 1960.,Tren [???] 1960'lara kadar birincil uzun mesafeli ulaşım moduydu.
"Another common explanation is that slaves in [???] were commonly shackled at the wrists, restricting them from using their hands [ citation needed ].","Другим распространенным объяснением является то, что рабы в [???] обычно были скованы кандалами на запястьях, что не позволяло им пользоваться руками [нужна цитата].","Innym powszechnym wyjaśnieniem jest to, że niewolnicy w [???] byli zwykle zakuci w nadgarstki, co ograniczało im używanie rąk [potrzebne źródło].","Іншае распаўсюджанае тлумачэнне заключаецца ў тым, што рабоў у [???] звычайна закоўвалі ў кайданы на запясцях, што абмяжоўвала іх выкарыстанне рук [патрэбная цытата].","Іншим поширеним поясненням є те, що рабів у [???] зазвичай закували в кайдани на зап’ястки, що обмежувало їх використання руками [потрібна цитата].","Друго често срещано обяснение е, че робите в [???] обикновено са били оковавани на китките, което им е забранявало да използват ръцете си [нужен е цитат].","Druga pogosta razlaga je, da so bili sužnji v [???] običajno vklenjeni v zapestja, kar jim je omejevalo uporabo rok [potreben citat].","Dalším běžným vysvětlením je, že otroci v [???] byli běžně spoutáni na zápěstí, což jim bránilo používat ruce [pochvalná zmínka potřebovaný].","Una altra explicació comuna és que els esclaus a [???] eren comunament encadenats als canells, restringint-los l'ús de les mans [citació necessària].","Otra explicación común es que los esclavos en [???] solían estar encadenados en las muñecas, lo que les impedía usar las manos [cita requerida].","Diğer bir yaygın açıklama, [???]'daki kölelerin genellikle bileklerinden zincirlenmiş olması ve ellerini kullanmalarının kısıtlanmasıdır [kaynak belirtilmeli]."
The commission currently has some jurisdiction over the provision of local landline telephone service in [???].,В настоящее время комиссия обладает определенной юрисдикцией в отношении предоставления услуг местной стационарной телефонной связи в [???].,Komisja ma obecnie pewne kompetencje w zakresie świadczenia lokalnych usług telefonii stacjonarnej w [???].,У цяперашні час камісія мае пэўную юрысдыкцыю ў дачыненні да паслуг мясцовай стацыянарнай тэлефоннай сувязі ў [???].,Комісія наразі має певну юрисдикцію щодо надання послуг місцевого стаціонарного телефонного зв’язку в [???].,Понастоящем комисията има известна юрисдикция върху предоставянето на местни стационарни телефонни услуги в [???].,Komisija ima trenutno nekaj pristojnosti nad zagotavljanjem lokalnih stacionarnih telefonskih storitev v [???].,Komise má v současné době určitou jurisdikci nad poskytováním místní pevné telefonní služby v [???].,"Actualment, la comissió té certa jurisdicció sobre la prestació del servei de telèfon fix local a [???].","Actualmente, la comisión tiene cierta jurisdicción sobre la prestación del servicio de telefonía fija local en [???].",Komisyonun şu anda [???]'da yerel sabit hatlı telefon hizmetinin sağlanması konusunda bazı yargı yetkisi var.
"The trading unit is 1550 short tons( 1410 t) per contract, and is quoted in [???] dollars and cents per ton.",Торговая единица составляет 1550 коротких тонн (1410 тонн) по контракту и указывается в [???] долларах и центах за тонну.,Jednostka handlowa to 1550 ton amerykańskich (1410 ton) na kontrakt i jest podawana w [???] dolarach i centach za tonę.,Гандлёвая адзінка складае 1550 кароткіх тон (1410 т) за кантракт і каціруецца ў [???] доларах і цэнтах за тону.,Торгова одиниця становить 1550 коротких тонн (1410 т) за контракт і котирується в [???] доларах і центах за тонну.,Търговската единица е 1550 къси тона (1410 t) на договор и се котира в [???] долари и цента на тон.,Trgovalna enota je 1550 kratkih ton (1410 t) na pogodbo in je navedena v [???] dolarjih in centih na tono.,Obchodní jednotka je 1550 krátkých tun (1410 t) na kontrakt a je kotována v [???] dolarech a centech za tunu.,"La unitat comercial és de 1550 tones curtes (1410 t) per contracte, i es cotitza en [???] dòlars i cèntims per tona.",La unidad de negociación es de 1550 toneladas cortas (1410 t) por contrato y se cotiza en [???] dólares y centavos por tonelada.,"Ticaret birimi, sözleşme başına 1550 kısa tondur (1410 t) ve ton başına [???] dolar ve sent cinsinden kote edilmiştir."
"The trading unit for these contracts is 5000 tonnes( 5500 short tons), and are also quoted in [???] dollars and cents per ton.","Торговая единица для этих контрактов составляет 5000 тонн (5500 коротких тонн), и они также котируются в [???] долларах и центах за тонну.",Jednostką handlową dla tych kontraktów jest 5000 ton (5500 ton amerykańskich) i są one również podawane w [???] dolarach i centach za tonę.,"Гандлёвая адзінка для гэтых кантрактаў складае 5000 тон (5500 кароткіх тон), і яны таксама каціруюцца ў [???] доларах і цэнтах за тону.","Торгова одиниця для цих контрактів становить 5000 тонн (5500 коротких тонн), і також котирується в [???] доларах і центах за тонну.",Търговската единица за тези договори е 5000 тона (5500 къси тона) и също се котират в [???] долари и цента на тон.,Trgovalna enota za te pogodbe je 5000 ton (5500 kratkih ton) in so prav tako navedene v [???] dolarjih in centih na tono.,Obchodní jednotka pro tyto kontrakty je 5000 tun (5500 krátkých tun) a jsou také kótovány v [???] dolarech a centech za tunu.,La unitat comercial d'aquests contractes és de 5.000 tones (5.500 tones curtes) i també es cotitzen en [???] dòlars i cèntims per tona.,"La unidad de negociación de estos contratos es de 5000 toneladas (5500 toneladas cortas), y también se cotizan en [???] dólares y centavos por tonelada.",Bu sözleşmeler için ticaret birimi 5000 tondur (5500 kısa ton) ve ayrıca [???] dolar ve ton başına sent olarak kote edilir.
