en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
" Since then, [???] has only had two losing seasons ( 1999, 2007)."," С тех пор у [???] было всего два проигрышных сезона (1999, 2007)."," Od tego czasu [???] miał tylko dwa przegrane sezony (1999, 2007)."," З тых часоў у [???] было толькі два пройгрышных сезона (1999, 2007)."," З того часу у [???] було лише два програшних сезони (1999, 2007)."," Оттогава [???] има само два губещи сезона (1999, 2007)."," Od takrat je imel [???] samo dve izgubljeni sezoni (1999, 2007)."," Od té doby má [???] pouze dvě prohrané sezóny (1999, 2007)."," Des de llavors, [???] només ha tingut dues temporades perdedores (1999, 2007)."," Desde entonces, [???] solo ha tenido dos temporadas perdedoras (1999, 2007)."," O zamandan beri [???] sadece iki sezon kaybetti (1999, 2007)."
" Although no similar reconstructions have been announced as of 2010, [???] has expressed an interest in animating more lost episodes in the future."," Хотя по состоянию на 2010 год о подобных реконструкциях не было объявлено, [???] выразил заинтересованность в анимации большего количества потерянных эпизодов в будущем."," Chociaż od 2010 roku nie ogłoszono żadnych podobnych rekonstrukcji, [???] wyraził zainteresowanie animacją większej liczby utraconych odcinków w przyszłości."," Хаця па стане на 2010 г. ніякіх падобных рэканструкцый не было абвешчана, [???] выказаў зацікаўленасць у анімацыі больш страчаных эпізодаў у будучыні."," Хоча станом на 2010 рік подібних реконструкцій не було оголошено, [???] висловив зацікавленість у анімації більшої кількості втрачених епізодів у майбутньому."," Въпреки че не са обявени подобни реконструкции от 2010 г., [???] изрази интерес към анимирането на повече изгубени епизоди в бъдеще."," Čeprav od leta 2010 niso bile napovedane nobene podobne rekonstrukcije, je [???] izrazil zanimanje za animiranje več izgubljenih epizod v prihodnosti."," Ačkoli žádné podobné rekonstrukce nebyly oznámeny od roku 2010, [???] vyjádřil zájem o animaci dalších ztracených epizod v budoucnu."," Encara que no s'han anunciat reconstruccions similars a partir del 2010, [???] ha expressat el seu interès a animar més episodis perduts en el futur."," Aunque no se han anunciado reconstrucciones similares a partir de 2010, [???] ha expresado interés en animar más episodios perdidos en el futuro."," 2010 itibariyle benzer bir rekonstrüksiyon duyurulmamış olsa da, [???] gelecekte daha fazla kayıp bölümü canlandırmakla ilgilendiğini ifade etti."
" [???] rate stability as "" turn "" on a scale of +1 to -4, where +1 is the most overstable and -4 is the most understable."," [???] Стабильность скорости как «поворот» по шкале от +1 до -4, где +1 - самая сверхстабильная, а -4 - самая нестабильная."," [???] oceń stabilność jako „zwrot” w skali od +1 do -4, gdzie +1 to najbardziej przestabilna, a -4 najbardziej niestabilna."," [???] ацаніце стабільнасць як ""паварот"" па шкале ад +1 да -4, дзе +1 - найбольш звышстабільны, а -4 - самы нестабільны."," [???] оцініть стабільність як «поворот» за шкалою від +1 до -4, де +1 є найбільш надстабільним, а -4 є найбільш нестабільним."," [???] оценете стабилността като ""обръщане"" по скала от +1 до -4, където +1 е най-свръхстабилното, а -4 е най-нестабилното."," [???] ocenite stabilnost kot ""obrat"" na lestvici od +1 do -4, kjer je +1 najbolj stabilen in -4 najbolj podstabilen."," [???] míra stability jako ""otočka"" na stupnici od +1 do -4, kde +1 je nejvíce přestabilní a -4 je nejméně stabilní."," [???] estabilitat de la taxa com a ""gir"" en una escala de +1 a -4, on +1 és el més sobreestable i -4 és el més subestable."," [???] califique la estabilidad como ""giro"" en una escala de +1 a -4, donde +1 es el más sobreestable y -4 es el más inestable."," [???] +1'den -4'e kadar bir ölçekte ""dönüş"" olarak hız istikrarı, burada +1 en fazla kararlı ve -4 en az kararlıdır."
 [???] and [???] are two examples., [???] и [???] два примера., [???] i [???] to dwa przykłady., [???] і [???] - два прыклады., [???] і [???] два приклади., [???] и [???] са два примера., [???] in [???] sta dva primera., [???] a [???] jsou dva příklady., [???] i [???] són dos exemples., [???] y [???] son ​​dos ejemplos., [???] ve [???] iki örnektir.
 Another brand of popular digital synthesizer is [???] ., Еще одна марка популярного цифрового синтезатора — [???]., Inną marką popularnego syntezatora cyfrowego jest [???] ., Яшчэ адна марка папулярнага лічбавага сінтэзатара - [???] ., Інша марка популярного цифрового синтезатора — [???] ., Друга марка популярен цифров синтезатор е [???] ., Druga znamka priljubljenega digitalnega sintetizatorja je [???] ., Další značkou populárního digitálního syntezátoru je [???] ., Una altra marca de sintetitzador digital popular és [???] ., Otra marca de sintetizador digital popular es [???] ., Bir başka popüler dijital sentezleyici markası da [???] dır.
" In addition to routes covered by traditional diesel-powered buses, [???] has a number of electric trolley bus routes."," В дополнение к маршрутам, по которым ходят традиционные дизельные автобусы, [???] есть несколько маршрутов электрических троллейбусов."," Oprócz tras pokonywanych tradycyjnymi autobusami spalinowymi, [???] posiada szereg tras trolejbusów elektrycznych."," У дадатак да маршрутаў, па якіх курсіруюць традыцыйныя аўтобусы з дызельным рухавіком, [???] мае шэраг маршрутаў электрычных тралейбусаў."," Окрім маршрутів традиційних дизельних автобусів, [???] має ряд маршрутів електричних тролейбусів."," В допълнение към маршрутите, обхванати от традиционните дизелови автобуси, [???] има редица електрически тролейбусни маршрути."," Poleg prog, ki jih pokrivajo tradicionalni avtobusi na dizelski pogon, ima [???] številne proge električnih trolejbusov.", Kromě tras pokrytých tradičními autobusy s dieselovým pohonem má [???] řadu tras elektrických trolejbusů.," A més de les rutes cobertes pels autobusos tradicionals amb motor dièsel, [???] té diverses rutes de trolebusos elèctrics."," Además de las rutas cubiertas por los tradicionales autobuses diésel, [???] tiene varias rutas de trolebuses eléctricos."," Geleneksel dizel motorlu otobüslerin kapsadığı güzergahlara ek olarak, [???] bir dizi elektrikli troleybüs güzergahına sahiptir."
 [???] is acclaimed as one of the country 's best community colleges., [???] признан одним из лучших общественных колледжей страны., [???] jest uznawana za jedną z najlepszych uczelni społecznych w kraju., [???] прызнаны адным з лепшых грамадскіх каледжаў краіны., [???] визнаний одним із найкращих громадських коледжів країни., [???] е признат за един от най-добрите обществени колежи в страната., [???] je priznana kot ena najboljših lokalnih šol v državi., [???] je uznávaná jako jedna z nejlepších komunitních vysokých škol v zemi., [???] és aclamat com un dels millors col·legis comunitaris del país., [???] es aclamado como uno de los mejores colegios comunitarios del país., [???] ülkenin en iyi toplum kolejlerinden biri olarak kabul edilmektedir.
 This is due to the programs inflexibility and because the program is not designed to have the increase in class size that [???] has experienced since the program 's inception.," Это связано с негибкостью программы и тем, что программа не рассчитана на увеличение размера класса, которое [???] испытало с момента создания программы."," Wynika to z nieelastyczności programów i dlatego, że program nie jest zaprojektowany tak, aby zwiększał liczebność klas, jakiego [???] doświadczył od czasu powstania programu."," Гэта звязана з нягнуткасцю праграмы і з-за таго, што праграма не распрацавана для павелічэння памеру класа, які [???] адчуваў з самага пачатку праграмы."," Це пов’язано з негнучкістю програм і тому, що програма не розроблена для збільшення розміру класу, яке [???] зазнало з моменту створення програми."," Това се дължи на липсата на гъвкавост на програмата и защото програмата не е проектирана да има увеличаването на размера на класа, което [???] е преживял от създаването на програмата."," To je posledica neprilagodljivosti programa in ker program ni zasnovan za povečanje velikosti razreda, ki ga je [???] doživel od začetka programa."," To je způsobeno nepružností programů a tím, že program není navržen tak, aby měl nárůst velikosti třídy, který [???] zažil od počátku programu.", Això es deu a la inflexibilitat dels programes i perquè el programa no està dissenyat per tenir l'augment de la mida de la classe que [???] ha experimentat des dels inicis del programa., Esto se debe a la inflexibilidad de los programas y porque el programa no está diseñado para tener el aumento en el tamaño de la clase que [???] ha experimentado desde el inicio del programa.," Bu, programın esnekliğinden ve programın başlangıcından bu yana [???]'nın yaşadığı sınıf mevcudu artışına sahip olacak şekilde tasarlanmamasından kaynaklanmaktadır."
" [ citation needed ] [???] has a fully internet-based job database, where students can submit résumés and request interviews with any of the hundreds of companies that offer positions."," [нужна ссылка] [???] имеет полностью основанную на Интернете базу данных о вакансиях, где студенты могут отправлять резюме и запрашивать интервью в любой из сотен компаний, предлагающих вакансии."," [ potrzebne źródło ] [???] ma w pełni internetową bazę danych ofert pracy, w której studenci mogą przesyłać CV i prosić o rozmowy kwalifikacyjne z dowolną z setek firm oferujących stanowiska."," [патрэбная цытата] [???] мае цалкам інтэрнэт-базу вакансій, куды студэнты могуць адпраўляць рэзюмэ і запытваць інтэрв'ю ў любой з сотняў кампаній, якія прапануюць вакансіі."," [ потрібне цитування ] [???] має повністю базу даних про роботу в Інтернеті, куди студенти можуть надсилати резюме та просити співбесіди в будь-якій із сотень компаній, які пропонують вакансії."," [необходим цитат] [???] разполага с изцяло интернет базирана база данни за работа, където студентите могат да подават автобиографии и да поискат интервюта с която и да е от стотиците компании, които предлагат позиции."," [potreben citat] [???] ima v celoti internetno zbirko podatkov o zaposlitvah, kjer lahko študenti oddajo življenjepise in zahtevajo razgovore s katerim koli od stotin podjetij, ki ponujajo delovna mesta."," [???] má plně internetovou databázi pracovních míst, kde mohou studenti předkládat životopisy a žádat o pohovory s kteroukoli ze stovek společností, které nabízejí pozice."," [ citació necessària ] [???] té una base de dades d'ocupació totalment basada en Internet, on els estudiants poden enviar currículums i sol·licitar entrevistes amb qualsevol dels centenars d'empreses que ofereixen posicions."," [ cita requerida ] [???] tiene una base de datos de trabajos totalmente basada en Internet, donde los estudiantes pueden enviar currículos y solicitar entrevistas con cualquiera de las cientos de empresas que ofrecen puestos.", [ alıntı gerekli ] [???] öğrencilerin özgeçmişlerini gönderebilecekleri ve pozisyon sunan yüzlerce şirketten herhangi biriyle görüşme talebinde bulunabilecekleri tamamen internet tabanlı bir iş veri tabanına sahiptir.
" [???] has four schools, the newest of which was created in 2006."," [???] имеет четыре школы, самая новая из которых была создана в 2006 году."," [???] ma cztery szkoły, z których najnowsza powstała w 2006 roku."," [???] мае чатыры школы, самая новая з якіх была створана ў 2006 годзе."," [???] має чотири школи, найновіша з яких була створена в 2006 році."," [???] има четири училища, най-новото от които е създадено през 2006 г."," [???] ima štiri šole, od katerih je bila najnovejša ustanovljena leta 2006."," [???] má čtyři školy, z nichž nejnovější vznikla v roce 2006."," [???] té quatre escoles, la més nova de les quals es va crear el 2006."," [???] tiene cuatro escuelas, la más nueva de las cuales fue creada en 2006."," [???], en yenisi 2006'da kurulan dört okula sahiptir."
 [???] is the third largest private engineering college in the nation., [???] является третьим по величине частным инженерным колледжем в стране., [???] jest trzecią co do wielkości prywatną uczelnią inżynierską w kraju., [???] з'яўляецца трэцім па велічыні прыватным інжынерным каледжам у краіне., [???] є третім за величиною приватним інженерним коледжем у країні., [???] е третият по големина частен инженерен колеж в нацията., [???] je tretja največja zasebna inženirska fakulteta v državi., [???] je třetí největší soukromá technická vysoká škola v zemi., [???] és la tercera universitat privada d'enginyeria més gran del país., [???] es la tercera facultad de ingeniería privada más grande del país., [???] ülkedeki en büyük üçüncü özel mühendislik kolejidir.
" It is [???] 's largest and oldest campus and it is the center of its administrative offices, as well as the main academic center for students."," Это крупнейший и старейший кампус [???] в городе, центр его административных офисов, а также главный академический центр для студентов."," Jest to największy i najstarszy kampus [???] i jest centrum jego biur administracyjnych, a także głównym ośrodkiem akademickim dla studentów."," Гэта [???] самы вялікі і стары кампус і з'яўляецца цэнтрам яго адміністрацыйных офісаў, а таксама галоўным акадэмічным цэнтрам для студэнтаў."," Це [???] найбільший і найстаріший кампус, центр його адміністративних офісів, а також головний навчальний центр для студентів."," Това е [???] най-големият и най-стар кампус и е центърът на неговите административни офиси, както и основният академичен център за студенти.", Je [???] največji in najstarejši kampus in je središče njegovih upravnih uradov ter glavno akademsko središče za študente.," Je to největší a nejstarší kampus [???] 's a je centrem jeho administrativních úřadů, stejně jako hlavním akademickým centrem pro studenty."," És el campus més gran i antic de [???] i és el centre de les seves oficines administratives, així com el principal centre acadèmic per als estudiants."," Es el campus más grande y antiguo de [???] y es el centro de sus oficinas administrativas, así como el principal centro académico para estudiantes.", [???] 'nın en büyük ve en eski kampüsüdür ve idari ofislerinin yanı sıra öğrenciler için ana akademik merkezdir.
 [???] is not the first university courted for the site.," [???] — не первый университет, который заинтересовался этим сайтом."," [???] nie jest pierwszym uniwersytetem, o który zabiegano o tę stronę."," [???] не першы ўніверсітэт, які заляцаўся за сайт."," [???] не перший університет, який залицявся за сайт."," [???] не е първият университет, ухажван за сайта."," [???] ni prva univerza, ki se je snubila za spletno mesto."," [???] není první univerzitou, o kterou se jedná.", [???] no és la primera universitat cortejada pel lloc., [???] no es la primera universidad cortejada por el sitio.," [???], site için kurulan ilk üniversite değil."
 [???] has a number of publications to its name by both the student body and the university.," [???] имеет ряд публикаций, написанных как студентами, так и университетом."," [???] ma na swoim koncie liczne publikacje zarówno środowiska studenckiego, jak i uczelni."," [???] мае шэраг публікацый пад сваім імем як студэнцтвам, так і ўніверсітэтам."," [???] має низку публікацій як студентами, так і університетом."," [???] има редица публикации на свое име както от студентското тяло, така и от университета.", [???] ima številne publikacije tako študentov kot univerze.," [???] má na svém kontě řadu publikací jak od studentského sboru, tak od univerzity.", [???] té una sèrie de publicacions al seu nom tant del cos estudiantil com de la universitat., [???] tiene una serie de publicaciones a su nombre tanto del alumnado como de la universidad., [???] hem öğrenci topluluğu hem de üniversite tarafından kendi adına bir dizi yayına sahiptir.
 [???] requires all non-commuting first year students to live in one of its ten residence halls.," [???] требует, чтобы все первокурсники, которые не ездят на работу, проживали в одном из десяти общежитий."," [???] wymaga, aby wszyscy niezmotoryzowani studenci pierwszego roku mieszkali w jednym z dziesięciu akademików."," [???] патрабуе, каб усе студэнты першага курса, якія не ездзяць на працу, жылі ў адным з дзесяці інтэрнатаў."," [???] вимагає від усіх студентів першого курсу, які не їздять на роботу, жити в одному з десяти гуртожитків."," [???] изисква всички студенти от първа година, които не пътуват до работа, да живеят в едно от десетте общежития."," [???] zahteva, da vsi študenti prvega letnika, ki se ne vozijo na delo, živijo v enem od njegovih desetih študentskih domov."," [???] vyžaduje, aby všichni studenti prvního ročníku, kteří nedojíždějí za prací, bydleli v jedné z deseti kolejí.", [???] exigeix ​​que tots els estudiants de primer any que no es desplacen a la feina visquin en una de les seves deu residències., [???] requiere que todos los estudiantes de primer año que no viajan diariamente vivan en una de sus diez residencias universitarias., [???] işe gidip gelmeyen tüm birinci sınıf öğrencilerinin on yurttan birinde yaşamasını şart koşuyor.
" [???] is home to multiple club teams including most notably the squash, triathlon, and cycling teams."," [???] является домом для нескольких клубных команд, в том числе по сквошу, триатлону и велоспорту."," [???] jest domem dla wielu drużyn klubowych, w tym przede wszystkim drużyn do squasha, triathlonu i kolarstwa."," [???] з'яўляецца домам для некалькіх клубных каманд, у тым ліку каманд па сквошу, трыятлону і веласпорту."," [???] є домом для кількох клубних команд, зокрема зі сквошу, триатлону та велоспорту."," [???] е дом на множество клубни отбори, включително най-вече отборите по скуош, триатлон и колоездене."," [???] je dom številnih klubskih ekip, med katerimi so predvsem ekipe za squash, triatlon in kolesarjenje."," [???] je domovem několika klubových týmů, zejména squashových, triatlonových a cyklistických týmů."," [???] és la llar de diversos equips de clubs, entre els quals destaquen els equips d'esquaix, triatló i ciclisme."," [???] es el hogar de varios equipos de clubes, entre los que destacan los equipos de squash, triatlón y ciclismo."," [???], en önemlisi squash, triatlon ve bisiklet takımları dahil olmak üzere birçok kulüp takımına ev sahipliği yapmaktadır."
 The versatile curriculum at [???] has attracted a range of students., Разнообразная учебная программа в [???] привлекла множество студентов., Wszechstronny program nauczania w [???] przyciągnął wielu studentów., Універсальны навучальны план [???] прыцягнуў шэраг студэнтаў., Універсальна навчальна програма в [???] привернула коло студентів., Разнообразната учебна програма в [???] привлече редица студенти., Raznolik učni načrt na [???] je privabil vrsto študentov., Všestranné kurikulum na [???] přilákalo řadu studentů., El versàtil pla d'estudis de [???] ha atret una gran varietat d'estudiants., El plan de estudios versátil en [???] ha atraído a una variedad de estudiantes.," [???]'daki çok yönlü müfredat, çeşitli öğrencilerin ilgisini çekmiştir."
" [???] is far superior to the power of demons over the beings that they inhabit, and he is able to free these victims by commanding and casting out the demons, by binding them, and forbidding them to return."," [???] намного превосходит власть демонов над существами, в которых они обитают, и он может освобождать этих жертв, командуя демонами и изгоняя их, связывая их и запрещая им возвращаться."," [???] znacznie przewyższa władzę demonów nad zamieszkującymi je istotami i jest w stanie uwolnić te ofiary, rozkazując demonom i wypędzając je, wiążąc je i zabraniając im powrotu."," [???] значна пераўзыходзіць уладу дэманаў над істотамі, якіх яны насяляюць, і ён здольны вызваліць гэтых ахвяр, загадваючы і выганяючы дэманаў, звязваючы іх і забараняючы ім вяртацца."," [???] набагато перевершує владу демонів над істотами, яких вони населяють, і він може звільнити цих жертв, наказуючи та виганяючи демонів, зв’язуючи їх і забороняючи їм повертатися."," [???] е много по-добър от силата на демоните над съществата, които обитават, и той е в състояние да освободи тези жертви, като командва и изгонва демоните, като ги обвързва и им забранява да се върнат."," [???] je veliko boljši od moči demonov nad bitji, ki jih naseljujejo, in je sposoben osvoboditi te žrtve z ukazovanjem in izgonom demonov, tako da jih zveže in jim prepove vrnitev."," [???] je mnohem lepší než moc démonů nad bytostmi, které obývají, a je schopen tyto oběti osvobodit tím, že démonům přikáže a vyhání je, sváže je a zakazuje jim návrat."," [???] és molt superior al poder dels dimonis sobre els éssers que habiten, i és capaç d'alliberar aquestes víctimes manant i expulsant els dimonis, lligant-los i prohibint-los que tornin."," [???] es muy superior al poder de los demonios sobre los seres que habitan, y puede liberar a estas víctimas ordenando y expulsando a los demonios, atándolos y prohibiéndoles regresar."," [???], iblislerin yaşadıkları varlıklar üzerindeki gücünden çok daha üstündür ve iblislere emir vererek ve kovarak, onları bağlayarak ve geri dönmelerini yasaklayarak bu kurbanları özgürleştirebilir."
 [???] publishes the complete list of TLD registries and domain name registrars., [???] публикует полный список реестров TLD и регистраторов доменных имен., [???] publikuje pełną listę rejestrów TLD i rejestratorów nazw domen., [???] публікуе поўны спіс рэестраў TLD і рэгістратараў даменных імёнаў., [???] публікує повний список реєстрів TLD і реєстраторів доменних імен., [???] публикува пълния списък на регистрите на TLD и регистраторите на имена на домейни., [???] objavlja celoten seznam registrov TLD in registrarjev domenskih imen., [???] zveřejňuje kompletní seznam registrů TLD a registrátorů doménových jmen., [???] publica la llista completa de registres TLD i registradors de noms de domini., [???] publica la lista completa de registros de TLD y registradores de nombres de dominio.," [???], TLD kayıtlarının ve alan adı kayıt şirketlerinin tam listesini yayınlar."
" The [???] is more popular with large, 1/4-mile nationally-recognized tracks ( although the two fuel classes have 304.8-metre ( 1000 ft) races because of safety issues), while the [???] is a favorite of smaller 1/8-mile [ 201.2-metre ( 660 ft) ] local tracks ( and offers selected races on their national tour under the 1/8-mile format."," [???] более популярен на больших трассах протяженностью 1/4 мили, признанных на национальном уровне (хотя два класса топлива имеют гонки на 304,8 метра (1000 футов) из-за проблем с безопасностью), в то время как [???] фаворит небольших местных трасс протяженностью 1/8 мили [201,2 метра (660 футов)] (и предлагает избранные гонки в своем национальном туре в формате 1/8 мили."," [???] jest bardziej popularny na dużych, uznanych w całym kraju torach o długości 1/4 mili (chociaż dwie klasy paliwa mają wyścigi na 304,8 m (1000 stóp) ze względu na kwestie bezpieczeństwa), podczas gdy [???] to ulubiony z mniejszych lokalnych torów o długości 1/8 mili [201,2 metra (660 stóp)] (i oferuje wybrane wyścigi na trasie krajowej w formacie 1/8 mili."," [???] больш папулярны на вялікіх 1/4-мілі нацыянальных трасах (хоць у двух класах паліва ёсць гонкі на 304,8 метраў (1000 футаў) з-за праблем бяспекі), у той час як [???] фаварыт меншых 1/8 мілі [201,2 метра (660 футаў)] мясцовых трас (і прапануе асобныя гонкі ў сваім нацыянальным туры ў фармаце 1/8 мілі."," [???] більш популярний на великих загальнонаціонально визнаних трасах довжиною 1/4 милі (хоча два класи палива мають гонки на 304,8 метрів (1000 футів) через проблеми безпеки), тоді як [???] є фаворитом серед менших місцевих трас довжиною 1/8 милі [201,2 метра (660 футів)] (і пропонує вибрані перегони у своєму національному турі у форматі 1/8 милі)."," [???] е по-популярен при големи, 1/4-миля национално признати писти (въпреки че двата класа гориво имат състезания от 304,8 метра (1000 фута) поради проблеми с безопасността), докато [???] е фаворит сред по-малките местни писти с дължина 1/8 миля [201,2 метра (660 фута)] (и предлага избрани състезания на националното им турне във формат 1/8 миля)."," [???] je bolj priljubljen pri velikih, 1/4-miljskih nacionalno priznanih progah (čeprav imata dva razreda goriva 304,8-metrske (1000 ft) dirke zaradi varnostnih težav), medtem ko je [???] najljubša med manjšimi 1/8-miljskimi [201,2-metrskimi (660 ft)] lokalnimi stezami (in ponuja izbrane dirke na svoji nacionalni turneji v formatu 1/8-milje)."," [???] je populárnější na velkých, 1/4 míle celonárodně uznávaných tratích (ačkoli dvě třídy paliva mají závody na 304,8 metru (1000 ft) kvůli problémům s bezpečností), zatímco [???] je oblíbená menší 1/8 míle [ 201,2 metru ( 660 stop) ] místních tratí ( a nabízí vybrané závody na jejich národním turné ve formátu 1/8 míle."," El [???] és més popular amb pistes grans d'1/4 de milla reconegudes a nivell nacional (tot i que les dues classes de combustible tenen curses de 304,8 metres (1000 peus) per problemes de seguretat), mentre que la [???] és un dels favorits de les pistes locals més petites d'1/8 milla [201,2 metres (660 peus)] (i ofereix curses seleccionades a la seva gira nacional amb el format d'1/8 milla)."," El [???] es más popular en pistas grandes de 1/4 de milla reconocidas a nivel nacional (aunque las dos clases de combustible tienen carreras de 304,8 metros (1000 pies) debido a problemas de seguridad), mientras que el [???] es una de las favoritas de las pistas locales más pequeñas de 1/8 de milla [201,2 metros (660 pies)] (y ofrece carreras seleccionadas en su gira nacional bajo el formato de 1/8 de milla."," [???], ulusal olarak tanınan büyük, 1/4 millik pistlerde daha popülerdir (gerçi iki yakıt sınıfı güvenlik sorunları nedeniyle 304,8 metrelik (1000 ft) yarışlara sahiptir), [???] ise daha küçük 1/8 millik [ 201,2 metrelik ( 660 ft) ] yerel pistlerin favorisidir ( ve ulusal turlarında 1/8 millik format altında seçilmiş yarışlar sunar."
" The [???] boasts over 200 classes, while the [???] has fewer."," [???] может похвастаться более чем 200 классами, в то время как [???] меньше."," [???] może pochwalić się ponad 200 klasami, podczas gdy [???] ma ich mniej."," У [???] больш за 200 класаў, у той час як у [???] іх менш."," [???] може похвалитися понад 200 класами, тоді як [???] має менше."," [???] може да се похвали с над 200 класа, докато [???] има по-малко."," [???] se ponaša z več kot 200 razredi, medtem ko jih ima [???] manj."," [???] se může pochlubit více než 200 třídami, zatímco [???] jich má méně."," El [???] compta amb més de 200 classes, mentre que el [???] té menys."," El [???] cuenta con más de 200 clases, mientras que el [???] tiene menos."," [???] 200'den fazla sınıfa sahipken, [???] daha azına sahiptir."
" The major difference is the nitro-class distance, which is 300 meters at some tracks, although the [???] and [???] are likely to discuss the distance change in the future."," Основным отличием является дистанция класса нитро, которая на некоторых трассах составляет 300 метров, хотя [???] и [???], вероятно, обсудят изменение дистанции в будущем."," Główną różnicą jest odległość klasy nitro, która na niektórych torach wynosi 300 metrów, chociaż [???] i [???] prawdopodobnie omówią zmianę odległości w przyszłości."," Асноўная розніца заключаецца ў дыстанцыі нітракласа, якая на некаторых трасах складае 300 метраў, хаця [???] і [???], верагодна, абмяркуюць змяненне дыстанцыі ў будучыні."," Основною відмінністю є дистанція нітрокласу, яка на деяких трасах становить 300 метрів, хоча [???] та [???], ймовірно, обговорять зміну відстані в майбутньому."," Основната разлика е дистанцията от нитро клас, която е 300 метра при някои писти, въпреки че [???] и [???] вероятно ще обсъдят промяната на дистанцията в бъдеще."," Glavna razlika je razdalja razreda nitro, ki je na nekaterih progah 300 metrov, čeprav bosta [???] in [???] verjetno razpravljala o spremembi razdalje v prihodnosti."," Hlavním rozdílem je vzdálenost třídy nitro, která je na některých tratích 300 metrů, ačkoli [???] a [???] pravděpodobně budou diskutovat o změně vzdálenosti v budoucnu."," La diferència principal és la distància de la classe nitro, que és de 300 metres en algunes pistes, tot i que és probable que [???] i [???] discutiran el canvi de distància en el futur."," La principal diferencia es la distancia de clase nitro, que es de 300 metros en algunas pistas, aunque es probable que [???] y [???] discutan el cambio de distancia en el futuro."," En büyük fark, bazı pistlerde 300 metre olan nitro sınıfı mesafedir, ancak [???] ve [???] muhtemelen gelecekte mesafe değişikliğini tartışacaktır."
 Clinical trials are focused on the use of DBS for epilepsy and depression but the [???] has not approved this use.," Клинические испытания сосредоточены на использовании DBS при эпилепсии и депрессии, но [???] не одобрило это использование."," Badania kliniczne koncentrują się na zastosowaniu DBS w leczeniu padaczki i depresji, ale [???] nie zatwierdziło tego zastosowania."," Клінічныя выпрабаванні сканцэнтраваны на выкарыстанні DBS для лячэння эпілепсіі і дэпрэсіі, але [???] не ўхваліў гэта выкарыстанне."," Клінічні випробування зосереджені на використанні DBS для лікування епілепсії та депресії, але [???] не схвалив це використання."," Клиничните изпитвания са фокусирани върху употребата на DBS за епилепсия и депресия, но [???] не е одобрила тази употреба."," Klinična preskušanja so osredotočena na uporabo DBS za epilepsijo in depresijo, vendar [???] te uporabe ni odobril."," Klinické studie se zaměřují na použití DBS u epilepsie a deprese, ale [???] toto použití neschválilo."," Els assaigs clínics se centren en l'ús de DBS per a l'epilèpsia i la depressió, però el [???] no ha aprovat aquest ús."," Los ensayos clínicos se centran en el uso de DBS para la epilepsia y la depresión, pero [???] no ha aprobado este uso."," Klinik deneyler, epilepsi ve depresyon için DBS kullanımına odaklanmıştır, ancak [???] bu kullanımı onaylamamıştır."
" The global governing body of diving is [???] , which also governs swimming, synchronized swimming, water polo and open water swimming."," Глобальным руководящим органом дайвинга является [???] , который также регулирует плавание, синхронное плавание, водное поло и плавание на открытой воде."," Światowym organem zarządzającym nurkowaniem jest [???] , który zarządza również pływaniem, pływaniem synchronicznym, piłką wodną i pływaniem na wodach otwartych."," Сусветным кіруючым органам скачкоў у ваду з'яўляецца [???] , які таксама кіруе плаваннем, сінхронным плаваннем, водным пола і плаваннем у адкрытай вадзе."," Всесвітнім керівним органом стрибків у воду є [???] , який також регулює плавання, синхронне плавання, водне поло та плавання у відкритій воді."," Глобалният ръководен орган за гмуркане е [???] , който също управлява плуването, синхронното плуване, водната топка и плуването в открити води."," Svetovno vodilno telo potapljanja je [???] , ki ureja tudi plavanje, sinhrono plavanje, vaterpolo in plavanje v odprtih vodah."," Globálním řídícím orgánem potápění je [???] , který také řídí plavání, synchronizované plavání, vodní pólo a plavání na volné vodě."," L'organisme rector global del busseig és [???] , que també regeix la natació, la natació sincronitzada, el waterpolo i la natació en aigües obertes."," El organismo rector mundial del buceo es [???], que también rige la natación, la natación sincronizada, el waterpolo y la natación en aguas abiertas."," Yüzme, senkronize yüzme, su topu ve açık suda yüzmeyi de yöneten dalışın küresel yönetim organı [???]'dır."
