en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
"A small but growing segment of the debit card business in the [???] involves access to tax-favored spending accounts such as flexible spending accounts( FSA), health reimbursement accounts( HRA), and health savings accounts( HSA).","Небольшой, но растущий сегмент бизнеса дебетовых карт в [???] включает в себя доступ к налоговым льготным расходным счетам, таким как гибкие счета расходов (FSA), счета возмещения расходов на здравоохранение (HRA) и сберегательные счета здоровья (HSA).","Niewielki, ale rozwijający się segment działalności związanej z kartami debetowymi w [???] obejmuje dostęp do kont wydatków z uprzywilejowanymi podatkami, takich jak elastyczne rachunki wydatków (FSA), rachunki zwrotu kosztów leczenia (HRA) i zdrowotne konta oszczędnościowe (HSA).","Невялікі, але растучы сегмент бізнесу з дэбетавымі карткамі ў [???] прадугледжвае доступ да падаткаабкладаемых расходных рахункаў, такіх як гнуткія расходныя рахункі (FSA), рахункі кампенсацыі медыцынскіх расходаў (HRA) і медыцынскія ашчадныя рахункі (HSA).","Невеликий, але зростаючий сегмент бізнесу з дебетовими картками в [???] передбачає доступ до податкових рахунків витрат, таких як гнучкі рахунки витрат (FSA), рахунки відшкодування витрат на медичне обслуговування (HRA) і ощадні рахунки здоров’я (HSA).","Малък, но нарастващ сегмент от бизнеса с дебитни карти в [???] включва достъп до облекчени от данъци разходни сметки, като гъвкави разходни сметки (FSA), сметки за възстановяване на здравни разходи (HRA) и здравни спестовни сметки (HSA).","Majhen, a rastoči segment poslovanja z debetnimi karticami v [???] vključuje dostop do davčno ugodnih računov porabe, kot so računi prilagodljive porabe (FSA), računi za povračilo zdravstvenih stroškov (HRA) in zdravstveni varčevalni računi (HSA).","Malý, ale rostoucí segment obchodu s debetními kartami v [???] zahrnuje přístup k daňově zvýhodněným výdajovým účtům, jako jsou flexibilní výdajové účty (FSA), účty pro úhradu zdravotních nákladů (HRA) a zdravotní spořicí účty (HSA).","Un segment petit però creixent del negoci de targetes de dèbit a [???] implica l'accés a comptes de despesa afavorits pels impostos, com ara comptes de despeses flexibles (FSA), comptes de reemborsament de salut (HRA) i comptes d'estalvi sanitari (HSA).","Un segmento pequeño pero creciente del negocio de tarjetas de débito en [???] implica el acceso a cuentas de gastos con ventajas impositivas, como cuentas de gastos flexibles (FSA), cuentas de reembolso de salud (HRA) y cuentas de ahorro para la salud (HSA).","[???]'daki banka kartı işinin küçük ama büyüyen bir bölümü, esnek harcama hesapları (FSA), sağlık geri ödeme hesapları (HRA) ve sağlık tasarruf hesapları (HSA) gibi vergiden yana olan harcama hesaplarına erişimi içerir."
[???] has a well developed road infrastructure for regional transportation.,[???] имеет хорошо развитую дорожную инфраструктуру для региональных перевозок.,[???] posiada dobrze rozwiniętą infrastrukturę drogową dla komunikacji regionalnej.,[???] мае добра развітую дарожную інфраструктуру для рэгіянальных перавозак.,[???] має добре розвинену дорожню інфраструктуру для регіональних перевезень.,[???] има добре развита пътна инфраструктура за регионален транспорт.,[???] ima dobro razvito cestno infrastrukturo za regionalni promet.,[???] má dobře rozvinutou silniční infrastrukturu pro regionální dopravu.,[???] té una infraestructura viària ben desenvolupada per al transport regional.,[???] tiene una infraestructura vial bien desarrollada para el transporte regional.,"[???], bölgesel ulaşım için iyi gelişmiş bir karayolu altyapısına sahiptir."
[???] is twinned with:,[???] является побратимом с:,[???] jest miastem partnerskim z:,[???] з'яўляецца пабрацімам:,[???] є побратимом з:,[???] е близнак с:,[???] je pobrateno z:,[???] je spojený s:,[???] està agermanat amb:,[???] está hermanada con:,[???] şunlarla eşleştirilmiştir:
[???] is characterised by its distinctively hilly topography.,[???] характеризуется ярко выраженным холмистым рельефом.,[???] charakteryzuje się wyraźnie pagórkowatą topografią.,[???] характарызуецца выразна пагорыстым рэльефам.,[???] характеризується виразно горбистим рельєфом.,[???] се характеризира със своята отчетливо хълмиста топография.,Za [???] je značilna izrazito gričevnata topografija.,[???] se vyznačuje svou výrazně kopcovitou topografií.,[???] es caracteritza per la seva topografia distintivament muntanyosa.,[???] se caracteriza por su distintiva topografía montañosa.,"[???], kendine özgü engebeli topografyası ile karakterize edilir."
"Today, modern [???] extends considerably north and west of the city walls and east of the river.",Сегодня современный [???] простирается значительно к северу и западу от городских стен и к востоку от реки.,Współczesny [???] rozciąga się znacznie na północ i zachód od murów miejskich oraz na wschód od rzeki.,Сёння сучасны [???] распасціраецца значна на поўнач і захад ад гарадскіх сцен і на ўсход ад р.,Сьогодні сучасна [???] простягається значно на північ і захід від міських стін і на схід від річки.,Днес модерният [???] се простира значително на север и запад от градските стени и на изток от реката.,Danes se moderno [???] razteza precej severno in zahodno od mestnega obzidja ter vzhodno od reke.,Dnes se moderní [???] rozprostírá značně na sever a západ od městských hradeb a na východ od řeky.,"Avui dia, la moderna [???] s'estén considerablement al nord i a l'oest de les muralles de la ciutat i a l'est del riu.","Hoy, [???] moderno se extiende considerablemente al norte y al oeste de las murallas de la ciudad y al este del río.","Günümüzde modern [???], surların kuzeyine ve batısına ve nehrin doğusuna önemli ölçüde uzanır."
[???] is renowned for its architectural quality.,[???] славится своим архитектурным качеством.,[???] słynie z jakości architektonicznej.,[???] славіцца сваёй архітэктурнай якасцю.,[???] відомий своєю архітектурною якістю.,[???] е известен със своето архитектурно качество.,[???] slovi po svoji arhitekturni kakovosti.,[???] je proslulý svou architektonickou kvalitou.,[???] és conegut per la seva qualitat arquitectònica.,[???] es reconocida por su calidad arquitectónica.,[???] mimari kalitesiyle ünlüdür.
The rail link to [???] has been downgraded over the years so that presently it is not a viable alternative to the roads for industry to rely on.,"Железнодорожное сообщение с [???] с годами ухудшилось, так что в настоящее время оно не является жизнеспособной альтернативой дорогам для промышленности.","Trasa połączenia kolejowego do [???] została zdegradowana na przestrzeni lat, tak że obecnie nie stanowi realnej alternatywy dla dróg, na której przemysł mógłby polegać.","Чыгуначнае паведамленне да [???] было паніжана на працягу многіх гадоў, так што ў цяперашні час гэта не жыццяздольная альтэрнатыва дарогам для прамысловасці.","Залізничне сполучення з [???] протягом багатьох років було погіршено, тому наразі воно не є життєздатною альтернативою дорогам для промисловості.","Железопътната връзка до [???] беше понижена през годините, така че в момента тя не е жизнеспособна алтернатива на пътищата, на която индустрията да разчита.","Železniška povezava do [???] je bila z leti slabša, tako da trenutno ni izvedljiva alternativa cestam, na katere bi se industrija lahko zanašala.","Železniční spojení do [???] bylo v průběhu let sníženo, takže v současnosti není pro průmysl životaschopnou alternativou k silnicím, na kterou by se mohl spoléhat.","L'enllaç ferroviari amb [???] s'ha rebaixat al llarg dels anys, de manera que actualment no és una alternativa viable a les carreteres en les quals confia la indústria.","El enlace ferroviario a [???] se ha degradado a lo largo de los años, por lo que actualmente no es una alternativa viable a las carreteras en las que puede confiar la industria.","[???] demiryolu bağlantısı yıllar içinde düşürüldü, bu nedenle şu anda endüstrinin güvenebileceği yollara uygun bir alternatif değil."
[???] is twinned with:,[???] является побратимом с:,[???] jest miastem partnerskim z:,[???] з'яўляецца пабрацімам:,[???] є побратимом з:,[???] е близнак с:,[???] je pobrateno z:,[???] je spojený s:,[???] està agermanat amb:,[???] está hermanada con:,[???] şunlarla eşleştirilmiştir:
"From its inception as a farming community, [???] has been known for its contributions to agriculture along with veterinary care and animal husbandry.","С момента своего основания как фермерское сообщество [???] было известно своим вкладом в сельское хозяйство, а также в ветеринарную помощь и животноводство.",Od samego początku jako społeczność rolnicza [???] była znana ze swojego wkładu w rolnictwo wraz z opieką weterynaryjną i hodowlą zwierząt.,"З самага пачатку як фермерская суполка [???] была вядомая сваім укладам у сельскую гаспадарку, а таксама ў ветэрынарную дапамогу і жывёлагадоўлю.",З самого початку як фермерська спільнота [???] була відома своїм внеском у сільське господарство разом із ветеринарною допомогою та тваринництвом.,От създаването си като земеделска общност [???] е известен със своя принос към селското стопанство заедно с ветеринарните грижи и животновъдството.,"Od svojega začetka kot kmetijska skupnost je [???] znana po svojih prispevkih h kmetijstvu, skupaj z veterinarsko oskrbo in živinorejo.",Od svého založení jako farmářské komunity je [???] známá svými příspěvky k zemědělství spolu s veterinární péčí a chovem zvířat.,"Des dels seus inicis com a comunitat agrícola, [???] ha estat conegut per les seves contribucions a l'agricultura juntament amb l'atenció veterinària i la ramaderia.","Desde sus inicios como comunidad agrícola, [???] ha sido conocida por sus contribuciones a la agricultura junto con la atención veterinaria y la cría de animales.","Bir çiftçi topluluğu olarak başlangıcından beri [???], veterinerlik bakımı ve hayvancılığın yanı sıra tarıma yaptığı katkılarla biliniyor."
"Contemporary [???] is also known for its contributions in the areas of biotechnology, medicine, and other life sciences.","Contemporary [???] также известен своим вкладом в области биотехнологии, медицины и других наук о жизни.","Współczesny [???] jest również znany ze swojego wkładu w dziedzinie biotechnologii, medycyny i innych nauk przyrodniczych.","Contemporary [???] таксама вядомы сваім укладам у галіне біятэхналогій, медыцыны і іншых навук аб жыцці.","Contemporary [???] також відомий своїм внеском у галузі біотехнології, медицини та інших наук про життя.","Contemporary [???] е известен и с приноса си в областта на биотехнологиите, медицината и други науки за живота.","Contemporary [???] je znan tudi po svojih prispevkih na področju biotehnologije, medicine in drugih ved o življenju.","Contemporary [???] je také známý pro své příspěvky v oblasti biotechnologie, medicíny a dalších biologických věd.","El contemporani [???] també és conegut per les seves contribucions en les àrees de la biotecnologia, la medicina i altres ciències de la vida.","Contemporary [???] también es conocido por sus contribuciones en las áreas de biotecnología, medicina y otras ciencias de la vida.","Çağdaş [???] ayrıca biyoteknoloji, tıp ve diğer yaşam bilimleri alanlarındaki katkılarıyla da bilinir."
"As one of the narrowest but most famous international waterways lacking dangerous currents, crossing the [???] has been the first objective of numerous innovative sea, air and human powered technologies.","Как один из самых узких, но самых известных международных водных путей, где отсутствуют опасные течения, пересечение [???] было первой целью многочисленных инновационных морских, воздушных и антропогенных технологий.","Jako jedna z najwęższych, ale najbardziej znanych międzynarodowych dróg wodnych pozbawiona niebezpiecznych prądów, przekroczenie [???] było pierwszym celem wielu innowacyjnych technologii morskich, powietrznych i ludzkich.","Як адзін з самых вузкіх, але найбольш вядомых міжнародных водных шляхоў, у якіх адсутнічаюць небяспечныя плыні, перасячэнне [???] было першай мэтай шматлікіх інавацыйных марскіх, паветраных і чалавечых тэхналогій.","Як один із найвужчих, але найвідоміших міжнародних водних шляхів без небезпечних течій, перетин [???] був першою метою багатьох інноваційних морських, повітряних і людських технологій.","Като един от най-тесните, но най-известните международни водни пътища, в които липсват опасни течения, пресичането на [???] е първата цел на множество иновативни морски, въздушни и човешки технологии.","Kot ena najožjih, a najbolj znanih mednarodnih plovnih poti brez nevarnih tokov je prečkanje [???] prvi cilj številnih inovativnih morskih, zračnih in človeških tehnologij.","Jako jedna z nejužších, ale nejznámějších mezinárodních vodních cest bez nebezpečných proudů, bylo překročení [???] prvním cílem mnoha inovativních technologií poháněných mořem, vzduchem a člověkem.","Com una de les vies fluvials internacionals més estretes però famoses sense corrents perilloses, creuar el [???] ha estat el primer objectiu de nombroses tecnologies innovadores de propulsió marítima, aèria i humana.","Como una de las vías fluviales internacionales más estrechas pero más famosas que carece de corrientes peligrosas, cruzar el [???] ha sido el primer objetivo de numerosas tecnologías innovadoras impulsadas por mar, aire y humanos.","Tehlikeli akıntıları olmayan en dar ama en ünlü uluslararası su yollarından biri olarak [???]'ı geçmek, çok sayıda yenilikçi deniz, hava ve insan gücüyle çalışan teknolojinin ilk hedefi olmuştur."
[???] is one of the world's seven continents.,[???] является одним из семи континентов мира.,[???] jest jednym z siedmiu kontynentów świata.,[???] — адзін з сямі кантынентаў свету.,[???] — один із семи континентів світу.,[???] е един от седемте континента в света.,[???] je ena od sedmih svetovnih celin.,[???] je jedním ze sedmi světových kontinentů.,[???] és un dels set continents del món.,[???] es uno de los siete continentes del mundo.,[???] dünyanın yedi kıtasından biridir.
"[???] lies mainly in the temperate climate zones, being subjected to prevailing westerlies.","[???] лежит в основном в зонах умеренного климата, подверженных преобладанию западных ветров.","[???] leży głównie w strefach klimatu umiarkowanego, podlegając przeważającym wiatrom zachodnim.","[???] ляжыць пераважна ва ўмераных кліматычных зонах, падпарадкоўваючыся пераважаючым заходнім ветрам.","[???] лежить переважно в помірних кліматичних поясах, підпорядковуючись переважаючим західним вітрам.","[???] се намира главно в умерените климатични зони, като е подложен на преобладаващи западни ветрове.","[???] leži predvsem v zmernih podnebnih pasovih, kjer prevladujejo zahodni vetrovi.","[???] leží převážně v mírných klimatických pásmech, podléhajících převládajícím západům.","[???] es troba principalment a les zones de clima temperat, estant sotmesos als corrents occidentals predominants.","[???] se encuentra principalmente en las zonas de clima templado, estando sujeta a los vientos predominantes del oeste.",[???] ağırlıklı olarak ılıman iklim bölgelerinde yer alır ve hakim batı rüzgarlarına maruz kalır.
"As with other continents, [???] has a large variation of wealth among its countries.","Как и в случае с другими континентами, [???] имеет большие различия в уровне благосостояния среди своих стран.","Podobnie jak w przypadku innych kontynentów, [???] ma duże zróżnicowanie bogactwa między swoimi krajami.","Як і на іншых кантынентах, [???] багацце розных краін адрозніваецца.","Як і на інших континентах, [???] має великі відмінності в багатстві між країнами.","Както при другите континенти, [???] има голямо разнообразие в богатството между страните.",Tako kot na drugih celinah se tudi [???] bogastvo med državami zelo razlikuje.,Stejně jako na jiných kontinentech má [???] mezi svými zeměmi velké rozdíly v bohatství.,"Com en altres continents, [???] té una gran variació de riquesa entre els seus països.","Al igual que con otros continentes, [???] tiene una gran variación de riqueza entre sus países.","Diğer kıtalarda olduğu gibi [???], ülkeleri arasında büyük bir zenginlik çeşitliliğine sahiptir."
^ e: [???] is sometimes considered transcontinental country.,^ e: [???] иногда считается трансконтинентальной страной.,^ e: [???] jest czasami uważane za kraj transkontynentalny.,^ e: [???] часам лічаць транскантынентальнай краінай.,^ e: [???] іноді вважають трансконтинентальною країною.,^ e: [???] понякога се смята за трансконтинентална държава.,^ e: [???] včasih velja za transkontinentalno državo.,^ e: [???] je někdy považován za transkontinentální zemi.,^ e: [???] de vegades es considera un país transcontinental.,^ e: [???] a veces se considera un país transcontinental.,^ e: [???] bazen kıtalararası ülke olarak kabul edilir.
"( The ecliptic plane should be distinguished from the invariable plane of the solar system, which is perpendicular to the vector sum of the angular momenta of all planetary orbital planes, to which [???] is the main contributor.","(Плоскость эклиптики следует отличать от неизменной плоскости Солнечной системы, которая перпендикулярна векторной сумме угловых моментов всех планетарных орбитальных плоскостей, в которую [???] вносит основной вклад.","(Płaszczyznę ekliptyki należy odróżnić od niezmiennej płaszczyzny Układu Słonecznego, która jest prostopadła do sumy wektorowej momentów pędów wszystkich planetarnych płaszczyzn orbitalnych, do której [???] ma główny udział.","( Плоскасць экліптыкі варта адрозніваць ад нязменнай плоскасці Сонечнай сістэмы, якая перпендыкулярная вектарнай суме вуглавых момантаў усіх плоскасцей арбіт планет, у якую [???] уносіць асноўны ўклад.","( Площину екліптики слід відрізняти від незмінної площини Сонячної системи, яка перпендикулярна векторній сумі кутових моментів усіх площин орбіт планет, до якої [???] вносить основний внесок.","(Равнината на еклиптиката трябва да се разграничава от неизменната равнина на Слънчевата система, която е перпендикулярна на векторната сума на ъгловите моменти на всички планетарни орбитални равнини, за които [???] има основен принос.","( Ravnino ekliptike je treba razlikovati od nespremenljive ravnine sončnega sistema, ki je pravokotna na vektorsko vsoto momentov vseh planetarnih orbitalnih ravnin, k čemur [???] največ prispeva.","( Rovinu ekliptiky je třeba odlišit od neměnné roviny sluneční soustavy, která je kolmá k vektorovému součtu úhlových momentů hybnosti všech planetárních orbitálních rovin, k čemuž se hlavním přispěvatelem podílí [???].","(El pla eclíptic s'ha de distingir del pla invariable del sistema solar, que és perpendicular a la suma vectorial dels moments angulars de tots els plans orbitals planetaris, al qual [???] és el principal contribuent.","(El plano de la eclíptica debe distinguirse del plano invariable del sistema solar, que es perpendicular a la suma vectorial de los momentos angulares de todos los planos orbitales planetarios, del cual [???] es el principal contribuyente.","( Ekliptik düzlem, [???]'nın ana katkıda bulunduğu tüm gezegen yörünge düzlemlerinin açısal momentumlarının vektör toplamına dik olan güneş sisteminin değişmez düzleminden ayırt edilmelidir."
"[???] is highly industrialised, but since the 1970s there has been a decline in traditional heavy and manufacturing industries, and an increasing emphasis on a more service industry oriented economy.","[???] является высокоиндустриализованным, но с 1970-х годов наблюдается упадок в традиционной тяжелой и обрабатывающей промышленности, и все большее внимание уделяется экономике, более ориентированной на сферу услуг.","[???] jest silnie uprzemysłowione, ale od lat 70. XX wieku nastąpił upadek tradycyjnego przemysłu ciężkiego i produkcyjnego oraz coraz większy nacisk na gospodarkę zorientowaną bardziej na przemysł usługowy.","[???] вельмі індустрыялізаваная, але з 1970-х гадоў назіраецца заняпад традыцыйнай цяжкай і апрацоўчай прамысловасці і ўсё большы акцэнт на эканоміцы, больш арыентаванай на сферу паслуг.","[???] є високо індустріалізованою, але з 1970-х років спостерігається занепад традиційної важкої та обробної промисловості та все більший акцент на економіці, більш орієнтованій на сферу послуг.","[???] е силно индустриализирана, но от 70-те години на миналия век има упадък в традиционната тежка и производствена промишленост и нарастващ акцент върху икономика, ориентирана повече към сектора на услугите.","[???] je visoko industrializirana, vendar je od sedemdesetih let 20. stoletja prišlo do upada tradicionalne težke in predelovalne industrije ter vedno večjega poudarka na gospodarstvu, ki je bolj usmerjeno v storitveno industrijo.","[???] je vysoce industrializované, ale od 70. let 20. století došlo k úpadku tradičního těžkého a zpracovatelského průmyslu a rostoucímu důrazu na ekonomiku více orientovanou na odvětví služeb.","[???] està altament industrialitzat, però des dels anys setanta hi ha hagut una disminució de les indústries tradicionals pesades i de fabricació, i un èmfasi creixent en una economia més orientada a la indústria de serveis.","[???] está muy industrializado, pero desde la década de 1970 ha habido un declive en las industrias pesadas y manufactureras tradicionales, y un énfasis creciente en una economía más orientada a la industria de servicios.","[???] oldukça sanayileşmiştir, ancak 1970'lerden beri geleneksel ağır ve imalat sanayilerinde bir düşüş ve daha hizmet endüstrisi odaklı bir ekonomiye artan bir vurgu olmuştur."
"[???] has a history of promoting education, and its top institutions are internationally respected.","[???] имеет историю продвижения образования, а его лучшие учреждения пользуются международным уважением.","[???] ma długą historię promowania edukacji, a jej czołowe instytucje cieszą się międzynarodowym uznaniem.","[???] мае гісторыю садзейнічання адукацыі, а яго лепшыя ўстановы карыстаюцца міжнароднай павагай.","[???] має історію сприяння освіті, а його провідні установи користуються міжнародною повагою.",[???] има история на насърчаване на образованието и неговите най-добри институции са международно уважавани.,[???] ima zgodovino spodbujanja izobraževanja in njegove vrhunske ustanove so mednarodno cenjene.,[???] má za sebou historii podpory vzdělávání a její špičkové instituce jsou mezinárodně respektovány.,[???] té una història de promoció de l'educació i les seves principals institucions són respectades internacionalment.,"[???] tiene un historial de promoción de la educación, y sus principales instituciones son respetadas internacionalmente.",[???] eğitimi teşvik etme geçmişine sahiptir ve üst düzey kurumları uluslararası düzeyde saygı görmektedir.
"[???] has a strong sporting heritage, and during the 19th century codified many sports that are now played around the world.","[???] имеет сильное спортивное наследие и в 19 веке систематизировал многие виды спорта, в которые сейчас играют во всем мире.","[???] ma silne dziedzictwo sportowe, aw XIX wieku skodyfikowało wiele sportów, które są obecnie uprawiane na całym świecie.","[???] мае моцную спартыўную спадчыну, і на працягу 19-га стагоддзя кадыфікаваў многія віды спорту, у якія цяпер гуляюць па ўсім свеце.","[???] має сильну спортивну спадщину, і протягом 19 століття кодифікував багато видів спорту, які зараз грають у всьому світі.","[???] има силно спортно наследство и през 19 век кодифицира много спортове, които сега се играят по целия свят.","[???] ima močno športno dediščino in je v 19. stoletju kodificiral številne športe, ki se zdaj igrajo po vsem svetu.","[???] má silné sportovní dědictví a během 19. století kodifikovalo mnoho sportů, které se nyní hrají po celém světě.","[???] té un fort patrimoni esportiu, i durant el segle XIX va codificar molts esports que ara es practiquen arreu del món.","[???] tiene una fuerte herencia deportiva, y durante el siglo XIX codificó muchos deportes que ahora se practican en todo el mundo.",[???] güçlü bir spor mirasına sahiptir ve 19. yüzyılda şu anda dünya çapında oynanan birçok sporu kodlamıştır.
[???] has circumvented the requirement to join the euro by not meeting the membership criteria.,"[???] обошел требование присоединиться к евро, не выполнив критерии членства.","[???] obeszło wymóg przystąpienia do strefy euro, nie spełniając kryteriów członkostwa.","[???] абышоў патрабаванне аб далучэнні да еўра, не адпавядаючы крытэрам сяброўства.","[???] обійшов вимогу приєднатися до євро, не відповідаючи критеріям членства.","[???] е заобиколил изискването за присъединяване към еврото, като не е изпълнил критериите за членство.","[???] se je izognil zahtevi za pridružitev evru, tako da ni izpolnil meril za članstvo.","[???] obešel požadavek na přijetí eura tím, že nesplnil kritéria členství.",[???] ha eludit el requisit d'unir-se a l'euro en no complir els criteris de pertinença.,[???] ha eludido el requisito de unirse al euro al no cumplir con los criterios de membresía.,[???] üyelik kriterlerini karşılamayarak avroya katılma gerekliliğini atlattı.
"[???] straddles the equator, from which it takes its name, and has an area of 283.561 km2, 109,415 sq ml.","[???] находится на экваторе, от которого и получил свое название, и имеет площадь 283 561 км2, 109 415 кв.","[???] leży okrakiem nad równikiem, od którego wzięła swoją nazwę, i ma powierzchnię 283 561 km2, czyli 109 415 ml kwadratowych.","[???] знаходзіцца на экватары, ад якога і атрымаў сваю назву, і мае плошчу 283,561 км2, 109,415 кв.мл.","[???] розташована на екваторі, від якого й отримала свою назву, і має площу 283,561 км2, 109 415 кв. мл.","[???] се простира на екватора, откъдето носи името си, и има площ от 283,561 km2, 109,415 sq ml.","[???] se razprostira na ekvatorju, po katerem je dobil ime, in ima površino 283,561 km2, 109,415 kvadratnih ml.","[???] se rozprostírá na rovníku, od kterého má své jméno, a má rozlohu 283 561 km2, 109 415 m2.","[???] es troba a cavall de l'equador, del qual pren el seu nom, i té una superfície de 283,561 km2, 109,415 ml quadrats.","[???] se extiende a ambos lados del ecuador, de donde toma su nombre, y tiene un área de 283,561 km2, 109,415 sq ml.","[???] adını aldığı ekvatorun iki tarafında yer alır ve 283.561 km2, 109.415 ml kare alana sahiptir."
The country's largest city is [???].,Крупнейший город страны [???].,Największym miastem kraju jest [???].,Самы вялікі горад краіны [???].,Найбільшим містом країни є [???].,Най-големият град в страната е [???].,Največje mesto v državi je [???].,Největší město země je [???].,La ciutat més gran del país és [???].,La ciudad más grande del país es [???].,Ülkenin en büyük şehri [???].
This species diversity makes [???] one of the seventeen megadiverse countries in the world.,Это видовое разнообразие делает [???] одной из семнадцати мегаразнообразных стран мира.,Ta różnorodność gatunkowa czyni [???] jednym z siedemnastu megaróżnorodnych krajów na świecie.,"Такая відавая разнастайнасць робіць [???] адну з семнаццаці краін свету, якія маюць вялікую разнастайнасць.","Це видове різноманіття робить [???] однією із сімнадцяти країн світу, що мають величезне різноманітність.",Това видово разнообразие прави [???] една от седемнадесетте държави с голямо разнообразие в света.,Zaradi te vrstne raznolikosti je [???] ena izmed sedemnajstih megadiverzitetnih držav na svetu.,Tato druhová rozmanitost dělá [???] jednu ze sedmnácti megadiverzních zemí na světě.,Aquesta diversitat d'espècies fa que [???] sigui un dels disset països megadiversos del món.,Esta diversidad de especies hace de [???] uno de los diecisiete países megadiversos del mundo.,"Bu tür çeşitliliği, [???]'yı dünyadaki mega çeşitliliğe sahip on yedi ülkeden biri yapar."
"[???] is governed by a democratically elected President, for a four year term.",[???] управляется демократически избранным президентом сроком на четыре года.,[???] jest rządzony przez demokratycznie wybranego Prezydenta na czteroletnią kadencję.,[???] кіруе дэмакратычна абраны прэзідэнт на чатырохгадовы тэрмін.,[???] керує демократично обраний президент на чотирирічний термін.,[???] се управлява от демократично избран президент за четиригодишен мандат.,[???] upravlja demokratično izvoljen predsednik za štiriletni mandat.,[???] řídí demokraticky zvolený prezident na čtyřleté funkční období.,"[???] està governat per un president elegit democràticament, per un mandat de quatre anys.","[???] está gobernada por un presidente elegido democráticamente, por un período de cuatro años.",[???] dört yıllık bir dönem için demokratik olarak seçilmiş bir Başkan tarafından yönetilir.
[???] has often placed great emphasis on multilateral approaches to international issues.,[???] часто придавал большое значение многосторонним подходам к международным вопросам.,[???] często kładł duży nacisk na wielostronne podejście do kwestii międzynarodowych.,[???] часта надаваў вялікую ўвагу шматбаковым падыходам да міжнародных праблем.,[???] часто наголошував на багатосторонніх підходах до міжнародних питань.,[???] често е поставял голям акцент върху многостранните подходи към международните въпроси.,[???] je pogosto dajal velik poudarek večstranskim pristopom k mednarodnim vprašanjem.,[???] často klade velký důraz na multilaterální přístupy k mezinárodním otázkám.,[???] sovint ha posat molt èmfasi en els enfocaments multilaterals de les qüestions internacionals.,[???] a menudo ha puesto gran énfasis en los enfoques multilaterales de los problemas internacionales.,[???] uluslararası meselelere çok taraflı yaklaşımlara sıklıkla büyük önem vermiştir.
"[???] is divided into 24 provinces, each with its own administrative capital:","[???] разделен на 24 провинции, каждая со своей административной столицей:","[???] jest podzielona na 24 prowincje, z których każda ma własną stolicę administracyjną:","[???] падзелена на 24 правінцыі, кожная са сваёй адміністрацыйнай сталіцай:","[???] розділений на 24 провінції, кожна з яких має власний адміністративний центр:","[???] е разделена на 24 провинции, всяка със собствена административна столица:","[???] je razdeljen na 24 provinc, vsaka s svojo upravno prestolnico:","[???] je rozdělen do 24 provincií, z nichž každá má své vlastní správní hlavní město:","[???] es divideix en 24 províncies, cadascuna amb la seva pròpia capital administrativa:","[???] se divide en 24 provincias, cada una con su propia capital administrativa:","[???], her biri kendi idari başkentine sahip 24 ile bölünmüştür:"
"Because of its location at the equator, [???] experiences little variation in daylight hours during the course of a year.",Из-за своего расположения на экваторе [???] световой день практически не меняется в течение года.,Ze względu na swoje położenie na równiku [???] doświadcza niewielkich zmian w ciągu dnia w ciągu roku.,З-за свайго размяшчэння на экватары светлавы дзень [???] практычна не змяняецца на працягу года.,Завдяки своєму розташуванню на екваторі [???] світловий день незначно змінюється протягом року.,Поради местоположението си на екватора [???] има малки промени в дневните часове в течение на една година.,Zaradi svoje lege na ekvatorju se [???] med letom malo spreminja v dnevni svetlobi.,Vzhledem ke své poloze na rovníku [???] zažívá v průběhu roku malé změny v denních hodinách.,"A causa de la seva ubicació a l'equador, [???] experimenta poca variació en les hores de llum durant el transcurs d'un any.","Debido a su ubicación en el ecuador, [???] experimenta poca variación en las horas de luz durante el transcurso de un año.","Ekvatordaki konumu nedeniyle [???], bir yıl boyunca gündüz saatlerinde çok az değişiklik yaşar."
"[???] has 61 universities, many of which offer graduate degrees.","[???] имеет 61 университет, многие из которых предлагают ученые степени.","[???] ma 61 uniwersytetów, z których wiele oferuje stopnie naukowe.","[???] мае 61 універсітэт, многія з якіх прапануюць вучоныя ступені.","[???] має 61 університет, багато з яких пропонують дипломи.","[???] има 61 университета, много от които предлагат дипломи за висше образование.","[???] ima 61 univerz, od katerih mnoge ponujajo diplome.","[???] má 61 univerzit, z nichž mnohé nabízejí postgraduální tituly.","[???] té 61 universitats, moltes de les quals ofereixen títols de postgrau.","[???] tiene 61 universidades, muchas de las cuales ofrecen títulos de posgrado.","[???], çoğu yüksek lisans derecesi sunan 61 üniversiteye sahiptir."
"The capital and second most-populous city is [???], with a population of 1.4 million.","Столицей и вторым по численности населения городом является [???] с населением 1,4 миллиона человек.","Stolicą i drugim najbardziej zaludnionym miastem jest [???], z populacją 1,4 miliona.","Сталіца і другі па колькасці насельніцтва горад [???] з насельніцтвам 1,4 мільёна чалавек.","Столицею та другим за кількістю населення містом є [???], населення якого становить 1,4 мільйона осіб.","Столицата и вторият по население град е [???] с население от 1,4 милиона души.","Glavno mesto in drugo najbolj naseljeno mesto je [???] z 1,4 milijona prebivalcev.","Hlavním a druhým nejlidnatějším městem je [???] s 1,4 miliony obyvatel.","La capital i segona ciutat més poblada és [???], amb una població d'1,4 milions d'habitants.","La capital y la segunda ciudad más poblada es [???], con una población de 1,4 millones.","Başkent ve en kalabalık ikinci şehir 1,4 milyonluk nüfusuyla [???]'dır."
